endpoint,startpoint,slack,classification_bucket,source_family,endpoint_family,logic_levels,logic_delay_ns,routing_delay_ns,datapath_delay_ns,routing_fraction,start_loc,end_loc,start_ref,end_ref,coarse_primitive_signature
u_dut/vwrite_cmd_data_q_reg[1][13]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[1]_rep__0/C,-0.018000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__0,u_dut/vwrite_cmd_data_q_reg,7,0.474000000,1.392000000,1.866000000,0.745980707,SLICE_X66Y188,SLICE_X57Y164,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[1][14]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[0]_rep__1/C,-0.017000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__1,u_dut/vwrite_cmd_data_q_reg,6,0.541000000,1.316000000,1.857000000,0.708669898,SLICE_X66Y195,SLICE_X57Y164,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/vwrite_cmd_data_q_reg[1][15]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[2]_rep__1/C,-0.006000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__1,u_dut/vwrite_cmd_data_q_reg,6,0.478000000,1.367000000,1.845000000,0.740921409,SLICE_X66Y194,SLICE_X57Y164,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/vwrite_cmd_data_q_reg[1][3]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[0]_rep/C,-0.037000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep,u_dut/vwrite_cmd_data_q_reg,7,0.523000000,1.384000000,1.907000000,0.725747247,SLICE_X62Y167,SLICE_X56Y152,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[1][4]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[0]_rep__6/C,-0.008000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__6,u_dut/vwrite_cmd_data_q_reg,7,0.489000000,1.409000000,1.898000000,0.742360379,SLICE_X58Y175,SLICE_X57Y157,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[1][6]/D,u_dut/u_unified_p4_kernel/fifo_data_q_reg[28][38]/C,-0.039000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_data_q_reg,u_dut/vwrite_cmd_data_q_reg,7,0.649000000,1.253000000,1.902000000,0.658780231,SLICE_X64Y185,SLICE_X53Y150,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[2][0]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[0]/C,-0.035000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg,u_dut/vwrite_cmd_data_q_reg,7,0.566000000,1.323000000,1.889000000,0.700370566,SLICE_X62Y173,SLICE_X60Y150,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[2][10]/D,u_dut/u_unified_p4_kernel/fifo_data_q_reg[45][58]/C,-0.034000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_data_q_reg,u_dut/vwrite_cmd_data_q_reg,7,0.569000000,1.278000000,1.847000000,0.691932864,SLICE_X54Y196,SLICE_X50Y156,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[2][12]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[1]_rep__0/C,-0.006000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__0,u_dut/vwrite_cmd_data_q_reg,7,0.541000000,1.313000000,1.854000000,0.708198490,SLICE_X66Y188,SLICE_X57Y160,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[2][13]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[3]_rep_replica/C,-0.006000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep_replica,u_dut/vwrite_cmd_data_q_reg,5,0.357000000,1.500000000,1.857000000,0.807754443,SLICE_X67Y182,SLICE_X59Y167,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/vwrite_cmd_data_q_reg[2][1]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[0]/C,-0.001000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg,u_dut/vwrite_cmd_data_q_reg,7,0.577000000,1.307000000,1.884000000,0.693736730,SLICE_X62Y173,SLICE_X58Y157,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[2][2]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[2]/C,-0.024000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg,u_dut/vwrite_cmd_data_q_reg,6,0.372000000,1.519000000,1.891000000,0.803278689,SLICE_X62Y167,SLICE_X57Y155,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/vwrite_cmd_data_q_reg[2][3]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[0]_rep/C,-0.025000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep,u_dut/vwrite_cmd_data_q_reg,7,0.525000000,1.369000000,1.894000000,0.722808870,SLICE_X62Y167,SLICE_X56Y152,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[2][4]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[3]/C,-0.013000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg,u_dut/vwrite_cmd_data_q_reg,5,0.367000000,1.553000000,1.920000000,0.808854167,SLICE_X60Y172,SLICE_X57Y163,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/vwrite_cmd_data_q_reg[3][0]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[3]/C,-0.031000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg,u_dut/vwrite_cmd_data_q_reg,5,0.460000000,1.447000000,1.907000000,0.758783429,SLICE_X60Y172,SLICE_X59Y150,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/vwrite_cmd_data_q_reg[3][10]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[1]_rep__0/C,-0.029000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__0,u_dut/vwrite_cmd_data_q_reg,7,0.384000000,1.485000000,1.869000000,0.794542536,SLICE_X66Y188,SLICE_X56Y156,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[3][11]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[1]_replica/C,-0.005000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_replica,u_dut/vwrite_cmd_data_q_reg,7,0.571000000,1.255000000,1.826000000,0.687294633,SLICE_X62Y186,SLICE_X59Y164,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[3][12]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[0]_rep__2_replica_7/C,-0.007000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__2_replica_7,u_dut/vwrite_cmd_data_q_reg,7,0.513000000,1.318000000,1.831000000,0.719825232,SLICE_X57Y185,SLICE_X57Y160,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[3][13]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[2]_rep__1/C,-0.027000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__1,u_dut/vwrite_cmd_data_q_reg,6,0.463000000,1.405000000,1.868000000,0.752141328,SLICE_X66Y194,SLICE_X59Y167,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/vwrite_cmd_data_q_reg[3][15]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[2]_rep__1/C,-0.019000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__1,u_dut/vwrite_cmd_data_q_reg,6,0.521000000,1.343000000,1.864000000,0.720493562,SLICE_X66Y194,SLICE_X58Y166,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/vwrite_cmd_data_q_reg[3][2]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[2]/C,-0.034000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg,u_dut/vwrite_cmd_data_q_reg,6,0.471000000,1.440000000,1.911000000,0.753532182,SLICE_X62Y167,SLICE_X57Y157,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/vwrite_cmd_data_q_reg[3][3]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[0]_rep/C,-0.011000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep,u_dut/vwrite_cmd_data_q_reg,7,0.462000000,1.418000000,1.880000000,0.754255319,SLICE_X62Y167,SLICE_X56Y151,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[3][8]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[1]_rep__5_replica_1/C,-0.024000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__5_replica_1,u_dut/vwrite_cmd_data_q_reg,7,0.599000000,1.296000000,1.895000000,0.683905013,SLICE_X56Y193,SLICE_X53Y155,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/vwrite_cmd_data_q_reg[3][9]/D,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg[1]_rep__5_replica/C,-0.004000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/fifo_rd_ptr_q_reg_rep__5_replica,u_dut/vwrite_cmd_data_q_reg,7,0.496000000,1.313000000,1.809000000,0.725815368,SLICE_X53Y185,SLICE_X53Y159,FDCE,FDCE,FDCE->FDCE|logic_levels=7
